ID	REFSEQ	GENE_SYMBOL	GENE_NAME	ENSEMBL_ID
A_33_P3312039	NM_002874	RAD23B	RAD23 homolog B (S. cerevisiae)	ENST00000374678
A_33_P3287119	NM_001122646	FAM178B	family with sequence similarity 178, member B	ENST00000490605
A_24_P24444	NM_005107	EXOG	endo/exonuclease (5'-3'), endonuclease G-like	ENST00000358249
A_23_P210726	NM_021873	CDC25B	cell division cycle 25 homolog B (S. pombe)	ENST00000245960
A_21_P0014665	XR_110950	LOC100505874	uncharacterized LOC100505874	
A_21_P0011244		XLOC_l2_004192		
A_33_P3342628	NM_021170	HES4	hairy and enhancer of split 4 (Drosophila)	ENST00000304952
A_24_P100234	NM_014941	MORC2	MORC family CW-type zinc finger 2	ENST00000397641
A_23_P146198	NM_000780	CYP7A1	cytochrome P450, family 7, subfamily A, polypeptide 1	ENST00000301645
A_33_P3396181	NR_003717	LOC100124692	maltase-glucoamylase (alpha-glucosidase) pseudogene	ENST00000550494
A_23_P308954	NM_030639	BHLHB9	basic helix-loop-helix domain containing, class B, 9	
A_33_P3463924		LOC57399	uncharacterized gastric protein ZA52P	
A_33_P3379106	NR_027755	LOC283867	uncharacterized LOC283867	
A_23_P47527	NM_014206	C11orf10	chromosome 11 open reading frame 10	ENST00000545210
A_21_P0012535		XLOC_l2_010127		ENST00000426218
A_33_P3541279				
A_24_P181149	NM_024685	BBS10	Bardet-Biedl syndrome 10	ENST00000393262
A_33_P3306232	NM_001012977	PABPC1L2A	poly(A) binding protein, cytoplasmic 1-like 2A	ENST00000373519
A_23_P65699	NM_025137	SPG11	spastic paraplegia 11 (autosomal recessive)	ENST00000535302
A_24_P47467	NM_024092	TMEM109	transmembrane protein 109	ENST00000227525
A_23_P27066	NM_003342	UBE2G1	ubiquitin-conjugating enzyme E2G 1	ENST00000396981
A_23_P400603	NR_015363	MGC21881	uncharacterized locus MGC21881	ENST00000450704
A_33_P3319251				ENST00000556397
A_32_P118586	NM_152678	FAM116A	family with sequence similarity 116, member A	ENST00000311128
A_23_P416238	NM_139249	MS4A6E	membrane-spanning 4-domains, subfamily A, member 6E	ENST00000532756
A_21_P0009006		XLOC_011867		
A_33_P3302613		CENPM	centromere protein M	ENST00000402420
A_23_P15305	NM_002766	PRPSAP1	phosphoribosyl pyrophosphate synthetase-associated protein 1	ENST00000446526
A_21_P0000660	NR_036533	LOC100499489	uncharacterized LOC100499489	
A_23_P18755	NM_031291	SLC25A31	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31	ENST00000281154
A_33_P3290562	NM_000168	GLI3	GLI family zinc finger 3	ENST00000395925
A_33_P3390713		TMEM2	transmembrane protein 2	ENST00000377043
A_33_P3366471				
A_33_P3508717	NR_027183	LOC729678	uncharacterized LOC729678	
A_33_P3648417		SNORA55	small nucleolar RNA, H/ACA box 55	
A_23_P137016	NM_002970	SAT1	spermidine/spermine N1-acetyltransferase 1	ENST00000474223
A_21_P0012328	XR_109895	LOC100507474	uncharacterized LOC100507474	
A_23_P8558	NM_148912	ABHD11	abhydrolase domain containing 11	
A_33_P3397835	NM_001013734	RFPL4B	ret finger protein-like 4B	ENST00000441065
A_24_P280497	NM_001142641	FBRSL1	fibrosin-like 1	ENST00000261673
A_33_P3807593	NR_039980	LOC286437	uncharacterized LOC286437	
A_33_P3365034		GPR17	G protein-coupled receptor 17	ENST00000339805
A_24_P261383	NM_024116	TAF1D	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa	ENST00000527068
A_33_P3317613	NM_133625	SYN2	synapsin II	ENST00000540660
A_33_P3675395		FLJ39095	uncharacterized LOC400812	
A_23_P36825	NM_003979	GPRC5A	G protein-coupled receptor, family C, group 5, member A	ENST00000542056
A_33_P3418390				ENST00000440711
A_23_P113623	NM_032351	MRPL45	mitochondrial ribosomal protein L45	ENST00000312513
A_21_P0013492		XLOC_l2_014219		ENST00000521446
A_33_P3223338	NR_024426	PARVG	parvin, gamma	
A_23_P142671	NM_144631	ZNF513	zinc finger protein 513	ENST00000491924
A_21_P0001207	XR_132474	LOC100652834	uncharacterized LOC100652834	ENST00000428569
A_33_P3337182				ENST00000439955
A_19_P00808602	NR_026961	LOC284837	uncharacterized LOC284837	ENST00000400385
A_33_P3328903	XM_003118505	LOC100506533	putative uncharacterized protein FLJ35883-like	
A_33_P3401394				
A_33_P3380071	NR_038454	LOC100130673	phosphoribosyl pyrophosphate synthetase 2 pseudogene	
A_33_P3354847	NM_207417	C9orf171	chromosome 9 open reading frame 171	ENST00000343036
A_21_P0014257	XR_109031	STK32C	serine/threonine kinase 32C	ENST00000368619
A_33_P3366336	NM_001024401	SBK1	SH3-binding domain kinase 1	ENST00000341901
A_21_P0014597	XR_110467	LOC100507539	uncharacterized LOC100507539	ENST00000506914
A_23_P419411		LOC100128175	uncharacterized LOC100128175	
A_33_P3242264	NM_199044	NSUN4	NOP2/Sun domain family, member 4	ENST00000307089
A_21_P0006997		XLOC_008826		
A_33_P3406636	NM_152283	ZFP62	zinc finger protein 62 homolog (mouse)	ENST00000359141
A_23_P25605	NM_032138	KBTBD7	kelch repeat and BTB (POZ) domain containing 7	ENST00000501885
A_33_P3277367				ENST00000427168
A_23_P348264	NM_144652	LETM2	leucine zipper-EF-hand containing transmembrane protein 2	ENST00000526075
A_32_P79190				ENST00000456460
A_21_P0009125		XLOC_011948		
A_24_P11791	NM_002268	KPNA4	karyopherin alpha 4 (importin alpha 3)	ENST00000334256
A_24_P299911	NM_015148	PASK	PAS domain containing serine/threonine kinase	
A_33_P3747204	NR_040108	LOC728175	uncharacterized LOC728175	
A_21_P0010215		XLOC_014110		ENST00000424921
A_19_P00321588	NR_023938	C14orf132	chromosome 14 open reading frame 132	ENST00000555004
A_19_P00802201				
A_33_P3270346	NM_020535	KIR2DL5A	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5A	ENST00000391731
A_24_P25326	NM_007167	ZMYM6	zinc finger, MYM-type 6	ENST00000357182
A_24_P825874	NM_001083538	POTEE	POTE ankyrin domain family, member E	
A_24_P191931	NM_031882	PCDHAC1	protocadherin alpha subfamily C, 1	ENST00000409700
A_21_P0004303		XLOC_004572		
A_21_P0012302		XLOC_l2_009578		
A_33_P3395081	NM_017888	ACSM5	acyl-CoA synthetase medium-chain family member 5	ENST00000331849
A_23_P25253	NM_015954	DERA	deoxyribose-phosphate aldolase (putative)	ENST00000428559
A_23_P168130	NM_054111	IP6K3	inositol hexakisphosphate kinase 3	ENST00000293756
A_21_P0012468	NR_033945	LOC647107	uncharacterized LOC647107	ENST00000489012
A_33_P3230249		CSMD1	CUB and Sushi multiple domains 1	ENST00000523387
A_23_P216501	NM_213674	TPM2	tropomyosin 2 (beta)	ENST00000329305
A_23_P66487	NM_001098426	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	ENST00000323347
A_33_P3298455	XR_109707			ENST00000504184
A_33_P3311285	NM_170707	LMNA	lamin A/C	ENST00000347559
A_23_P43763	NM_015993	PLLP	plasmolipin	ENST00000219207
A_33_P3396527	NM_006467	POLR3G	polymerase (RNA) III (DNA directed) polypeptide G (32kD)	ENST00000399107
A_23_P139687	NM_152321	ERP27	endoplasmic reticulum protein 27	ENST00000266397
A_23_P15619	NM_032391	PRAC	prostate cancer susceptibility candidate	ENST00000290294
A_33_P3377130	NM_005923	MAP3K5	mitogen-activated protein kinase kinase kinase 5	ENST00000367768
A_33_P3226154				ENST00000390237
A_23_P105592	NM_000431	MVK	mevalonate kinase	ENST00000447878
A_21_P0008755		XLOC_011520		
A_33_P3349536	NM_001114121	CHEK1	checkpoint kinase 1	ENST00000544373
A_21_P0013757		XLOC_l2_015478		
A_21_P0000538	NR_027469	LOC100286793	uncharacterized LOC100286793	
A_33_P3321170		TMEM177	transmembrane protein 177	ENST00000496203
A_21_P0000042	NM_001164399	C14orf38	chromosome 14 open reading frame 38	ENST00000537690
A_21_P0004749		XLOC_005730		ENST00000451910
A_23_P324538	NM_178433	LCE3B	late cornified envelope 3B	ENST00000335633
A_21_P0014222	XR_108911	LOC100505501	uncharacterized LOC100505501	
A_21_P0010982	NR_002819	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	
A_21_P0003291		XLOC_003187		
A_33_P3358243	NM_020702	KIAA1161	KIAA1161	
A_21_P0000098	NM_001184904	CARD8	caspase recruitment domain family, member 8	ENST00000522431
A_32_P191084	NM_018992	KCTD5	potassium channel tetramerisation domain containing 5	ENST00000301738
A_24_P66105		MAGIX	MAGI family member, X-linked	ENST00000376338
A_32_P157965	NM_003908	EIF2S2	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa	ENST00000439671
A_33_P3244369				
A_33_P3420816	NM_001492	GDF1	growth differentiation factor 1	ENST00000247005
A_33_P3290573	NM_017633	FAM46A	family with sequence similarity 46, member A	ENST00000412306
A_21_P0010967		XLOC_l2_002271		ENST00000513853
A_21_P0008115		XLOC_010491		
A_24_P106839	NM_023034	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1	ENST00000528828
A_33_P3264538	NM_153497	TAB1	TGF-beta activated kinase 1/MAP3K7 binding protein 1	
A_21_P0000017	NM_001146227	RPS20	ribosomal protein S20	
A_33_P3337627	NM_004621	TRPC6	transient receptor potential cation channel, subfamily C, member 6	ENST00000344327
A_32_P183918	NR_033851	MGC39372	serpin peptidase inhibitor, clade B (ovalbumin), member 9 pseudogene	
A_33_P3406265				
A_32_P109572	NM_001533	HNRNPL	heterogeneous nuclear ribonucleoprotein L	ENST00000388750
A_21_P0006593		XLOC_008292		ENST00000439525
A_24_P942321	NM_018027	FRMD4A	FERM domain containing 4A	ENST00000357447
A_19_P00811440		XLOC_002473		
A_23_P421306	NM_177963	SYT12	synaptotagmin XII	ENST00000393946
A_24_P557479	NM_017523	XAF1	XIAP associated factor 1	ENST00000361842
A_32_P85330	NR_028330	C15orf37	chromosome 15 open reading frame 37	ENST00000542003
A_23_P133424	NM_006930	SKP1	S-phase kinase-associated protein 1	ENST00000522552
A_23_P203183	NM_000040	APOC3	apolipoprotein C-III	ENST00000227667
A_23_P259521	NM_018268	WDR41	WD repeat domain 41	ENST00000414719
A_33_P3350634	NM_007317	KIF22	kinesin family member 22	ENST00000400750
A_21_P0011272		XLOC_l2_004537		
A_24_P75190	NM_000519	HBD	hemoglobin, delta	ENST00000429817
A_23_P84189	NM_181671	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1	ENST00000299954
A_21_P0001668		XLOC_000102		
A_33_P3329176				ENST00000390436
A_24_P178963				ENST00000525262
A_23_P92928	NM_000065	C6	complement component 6	ENST00000263413
A_23_P351148	NM_053282	SH2D1B	SH2 domain containing 1B	ENST00000359567
A_21_P0010197		XLOC_014047		ENST00000430001
A_33_P3308055		EIF4E2	eukaryotic translation initiation factor 4E family member 2	ENST00000409514
A_33_P3344648	NR_027283	LOC440461	Rho GTPase activating protein 27 pseudogene	
A_33_P3293918	NM_170600	SH2D3C	SH2 domain containing 3C	
A_33_P3369894				
A_21_P0000962		XLOC_000117		ENST00000441046
A_21_P0000705	NR_037901	ARHGEF26-AS1	ARHGEF26 antisense RNA 1 (non-protein coding)	ENST00000491862
A_23_P146134	NM_024025	DUSP26	dual specificity phosphatase 26 (putative)	ENST00000256261
A_21_P0002554		XLOC_002540		
A_24_P389415	NM_007257	PNMA2	paraneoplastic antigen MA2	ENST00000522362
A_23_P96325	NM_017669	ERCC6L	excision repair cross-complementing rodent repair deficiency, complementation group 6-like	ENST00000334463
A_23_P107981	NM_004605	SULT2B1	sulfotransferase family, cytosolic, 2B, member 1	ENST00000323090
A_23_P391275	NM_013441	RCAN3	RCAN family member 3	
A_19_P00322662	NR_026949	LINC00277	long intergenic non-protein coding RNA 277	
A_21_P0000404	NR_003199	SNORD114-7	small nucleolar RNA, C/D box 114-7	
A_33_P3383471		PPP1R1A	protein phosphatase 1, regulatory (inhibitor) subunit 1A	ENST00000379690
A_21_P0007937		XLOC_010378		ENST00000420693
A_23_P134601	NM_057168	WNT16	wingless-type MMTV integration site family, member 16	ENST00000222462
A_33_P3370714	NM_001166424	PGC	progastricsin (pepsinogen C)	ENST00000394278
A_33_P3273068		ALX4	ALX homeobox 4	ENST00000329255
A_24_P149902	NM_016169	SUFU	suppressor of fused homolog (Drosophila)	ENST00000471000
A_23_P399797	NR_026763	SMAD5-AS1	SMAD5 antisense RNA 1 (non-protein coding)	
A_21_P0000022	NM_001159491	BRI3	brain protein I3	ENST00000539286
A_33_P3326099	NM_003934	FUBP3	far upstream element (FUSE) binding protein 3	ENST00000358721
A_33_P3233378				ENST00000391545
A_21_P0009348		XLOC_012552		
A_33_P3289441		LOC100131048	uncharacterized LOC100131048	
A_33_P3805085	NM_133372	FNIP1	folliculin interacting protein 1	ENST00000544351
A_33_P3301381	NM_198557	RBM43	RNA binding motif protein 43	ENST00000331426
A_33_P3283863	NM_001163278	ODZ1	odz, odd Oz/ten-m homolog 1 (Drosophila)	ENST00000422452
A_33_P3296281	XM_003403470	LOC100652922	uncharacterized LOC100652922	
A_32_P41526	NM_001077685	AGAP7	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7	
A_33_P3235900	NM_001195272	LOC100129520	testis expressed sequence 13-like	
A_21_P0014519	XR_110189	LOC100507662	uncharacterized LOC100507662	
A_21_P0013149		XLOC_l2_013080		
A_23_P60537	NM_004697	PRPF4	PRP4 pre-mRNA processing factor 4 homolog (yeast)	
A_21_P0006955		XLOC_008699		
A_33_P3355567				
A_33_P3313302	NM_020214	PARP6	poly (ADP-ribose) polymerase family, member 6	ENST00000336471
A_33_P3220090	NM_001076781	ZNF391	zinc finger protein 391	
A_19_P00812250	NM_005359	SMAD4	SMAD family member 4	ENST00000342988
A_24_P63799	NM_018292	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	ENST00000369046
A_23_P348028	NM_014440	IL36A	interleukin 36, alpha	ENST00000259211
A_33_P3281695	NM_001243133	NLRP3	NLR family, pyrin domain containing 3	
A_32_P225415	NM_152481	FAM187B	family with sequence similarity 187, member B	ENST00000324675
A_23_P68486	NM_080821	C20orf108	chromosome 20 open reading frame 108	ENST00000371384
A_21_P0003108		XLOC_003073		
A_21_P0006124		XLOC_007278		
A_19_P00315869		XLOC_011568		
A_23_P167081	NM_005612	REST	RE1-silencing transcription factor	ENST00000358605
A_19_P00322717	NR_038301	LOC100505687	uncharacterized LOC100505687	ENST00000468380
A_33_P3246920		CSMD2	CUB and Sushi multiple domains 2	ENST00000338325
A_23_P127565	NM_178834	LAYN	layilin	ENST00000375615
A_33_P3231414	NM_006669	LILRB1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	
A_19_P00321628	NR_038301	LOC100505687	uncharacterized LOC100505687	ENST00000468380
A_33_P3333537	NM_020821	VPS13C	vacuolar protein sorting 13 homolog C (S. cerevisiae)	
A_33_P3338011	NM_144684	ZNF480	zinc finger protein 480	ENST00000335090
A_21_P0009466		XLOC_012642		
A_19_P00322655	NR_036444	LOC400550	uncharacterized LOC400550	
A_23_P66599	NM_032353	VPS25	vacuolar protein sorting 25 homolog (S. cerevisiae)	ENST00000253794
A_23_P129169	NM_000781	CYP11A1	cytochrome P450, family 11, subfamily A, polypeptide 1	ENST00000435365
A_23_P355517	NM_024875	SYNPO2L	synaptopodin 2-like	ENST00000394810
A_23_P312383	NM_173667	C5orf64	chromosome 5 open reading frame 64	ENST00000505642
A_23_P150903	NM_018099	FAR2	fatty acyl CoA reductase 2	ENST00000182377
A_21_P0014567	XR_110327	LOC100507594	uncharacterized LOC100507594	
A_21_P0013323		XLOC_l2_013873		
A_23_P9523	NM_022128	RBKS	ribokinase	ENST00000449378
A_21_P0011957		XLOC_l2_008221		
A_19_P00322847	NR_037178	LOC100294145	uncharacterized LOC100294145	
A_23_P17345	NM_005461	MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	ENST00000373313
A_33_P3318926	NM_006377	UNC13B	unc-13 homolog B (C. elegans)	ENST00000396787
A_23_P11372	NM_000194	HPRT1	hypoxanthine phosphoribosyltransferase 1	ENST00000298556
A_33_P3248982	NM_012306	FAIM2	Fas apoptotic inhibitory molecule 2	ENST00000320634
A_33_P3265714	NM_173649	C2orf61	chromosome 2 open reading frame 61	
A_23_P200551	NM_032236	USP48	ubiquitin specific peptidase 48	ENST00000479177
A_21_P0002410		XLOC_002010		
A_21_P0009059		XLOC_012007		
A_24_P281872	NM_012274	CXorf27	chromosome X open reading frame 27	ENST00000341016
A_21_P0006941		XLOC_008678		
A_33_P3416196				
A_23_P157352	NM_016071	MRPS33	mitochondrial ribosomal protein S33	ENST00000544013
A_21_P0005860		XLOC_007124		
A_21_P0002367		XLOC_001891		
A_33_P3403075	NM_018304	PRR11	proline rich 11	ENST00000262293
A_32_P203066	XR_109782	LOC100506955	chromosome X open reading frame 61 pseudogene	ENST00000446495
A_24_P382287	NM_004361	CDH7	cadherin 7, type 2	ENST00000397968
A_32_P121085	NM_001144875	DOK3	docking protein 3	ENST00000312943
A_24_P272160		NBEAL2	neurobeachin-like 2	ENST00000296147
A_33_P3373805				
A_33_P3328360	NR_027033	MIRLET7BHG	MIRLET7B host gene (non-protein coding)	ENST00000360737
A_23_P92196	NM_032579	RETNLB	resistin like beta	ENST00000295755
A_21_P0010595	NM_183420	FBXO25	F-box protein 25	
A_32_P460757	NM_175067	TAAR6	trace amine associated receptor 6	ENST00000539228
A_19_P00322813		XLOC_007290		ENST00000478913
A_19_P00316156				ENST00000437190
A_21_P0010284		XLOC_014082		
A_21_P0014333	XR_109329	LOC100506467	uncharacterized LOC100506467	
A_21_P0009698		XLOC_013026		
A_33_P3242234	NM_001007523	F8A2	coagulation factor VIII-associated 2	ENST00000369445
A_21_P0001302		XLOC_000210		
A_21_P0004540		XLOC_004644		
A_33_P3319791	NM_002135	NR4A1	nuclear receptor subfamily 4, group A, member 1	ENST00000545748
A_21_P0001758	NR_037850	LOC100505832	uncharacterized LOC100505832	ENST00000433082
A_21_P0006236		XLOC_007596		
A_33_P3417474				
A_24_P32887	NM_007371	BRD3	bromodomain containing 3	ENST00000371834
A_21_P0005586		XLOC_006306		
A_21_P0014219	XR_108902	LOC100507204	uncharacterized LOC100507204	
A_33_P3341105	NM_002602	PDE6G	phosphodiesterase 6G, cGMP-specific, rod, gamma	ENST00000331056
A_21_P0006323		XLOC_007861		
A_32_P204381	NM_020313	CIAPIN1	cytokine induced apoptosis inhibitor 1	ENST00000394391
A_33_P3229815	NR_034149	LOC200261	uncharacterized LOC200261	
A_21_P0000318	NR_002963	SNORA24	small nucleolar RNA, H/ACA box 24	
A_23_P200325	NM_014857	RABGAP1L	RAB GTPase activating protein 1-like	ENST00000251507
A_21_P0008599		XLOC_011181		
A_23_P354827				ENST00000447310
A_21_P0013769	NM_004730	ETF1	eukaryotic translation termination factor 1	ENST00000360541
A_33_P3404824	NM_001172831	ZNF300	zinc finger protein 300	ENST00000394226
A_21_P0009646		XLOC_012983		ENST00000549131
A_24_P239606	NM_015675	GADD45B	growth arrest and DNA-damage-inducible, beta	ENST00000215631
A_21_P0008527		XLOC_010971		
A_21_P0012195		XLOC_l2_009182		
A_33_P3369128		LOC100132966	uncharacterized LOC100132966	
A_21_P0010312		XLOC_013942		
A_21_P0007612		XLOC_009849		
A_33_P3210585	NM_014911	AAK1	AP2 associated kinase 1	
A_21_P0014719	XR_112623	LOC100507930	uncharacterized LOC100507930	
A_23_P110531	NM_013409	FST	follistatin	ENST00000511025
A_21_P0012910		XLOC_l2_012081		ENST00000463434
A_33_P3399448		SH3TC1	SH3 domain and tetratricopeptide repeats 1	ENST00000382521
A_33_P3332287	XR_109820	DUX4L9	double homeobox 4 like 9	
A_23_P166027	NM_012444	SPO11	SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae)	ENST00000371263
A_33_P3209924				ENST00000431698
A_33_P3309809		RHBDD1	rhomboid domain containing 1	ENST00000409053
A_21_P0006871		XLOC_008481		
A_23_P312285	NM_173460	DEFB119	defensin, beta 119	ENST00000492344
A_23_P150018	NM_004419	DUSP5	dual specificity phosphatase 5	ENST00000369583
A_21_P0012768	NR_024253	FAM86EP	family with sequence similarity 86, member A pseudogene	ENST00000506770
A_33_P3270826	NM_182578	THEM5	thioesterase superfamily member 5	ENST00000453881
A_33_P3297244	NM_139285	GAS2L2	growth arrest-specific 2 like 2	ENST00000359507
A_33_P3393986				
A_21_P0008588		XLOC_011174		
A_33_P3280709				
A_23_P139740	NM_019854	PRMT8	protein arginine methyltransferase 8	ENST00000543701
A_21_P0001435		XLOC_000609		
A_21_P0009902		XLOC_013745		ENST00000412348
A_19_P00316012	NM_001113434	C17orf51	chromosome 17 open reading frame 51	ENST00000426261
A_21_P0009404		XLOC_012440		
A_21_P0002444		XLOC_002108		
A_24_P940666	NM_004774	MED1	mediator complex subunit 1	ENST00000394287
A_33_P3385732	NM_001005173	OR52L1	olfactory receptor, family 52, subfamily L, member 1	ENST00000332249
