ID	REFSEQ	GENE_SYMBOL	GENE_NAME	ENSEMBL_ID	ENSEMBL_GENE_ID	ENTREZ_ID
A_33_P3406552	XR_108437	FLJ32955	uncharacterized protein FLJ32955	NA	NA	NA
A_21_P0013921	XM_001722136	OSTCP2	oligosaccharyltransferase complex subunit pseudogene 2	NA	NA	NA
A_21_P0003305	NA	XLOC_003347	NA	NA	NA	NA
A_33_P3372237	NM_015420	DCAF13	DDB1 and CUL4 associated factor 13	ENST00000388778	NA	NA
A_24_P941051	NM_015235	CSTF2T	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant	ENST00000331173	ENSG00000177613	23283
A_33_P3220857	NA	C9orf64	chromosome 9 open reading frame 64	ENST00000376340	ENSG00000165118	84267
A_23_P116523	NA	NA	NA	ENST00000330381	ENSG00000184566	NA
A_33_P3270104	NM_153036	FAM26D	family with sequence similarity 26, member D	ENST00000368596	ENSG00000164451	221301
A_33_P3357678	NM_207338	LCTL	lactase-like	ENST00000341509	ENSG00000188501	197021
A_21_P0003384	NA	XLOC_003631	NA	ENST00000514327	ENSG00000251170	NA
A_21_P0008151	NA	XLOC_010587	NA	NA	NA	NA
A_23_P39356	NM_005303	FFAR1	free fatty acid receptor 1	ENST00000246553	ENSG00000126266	2864
A_24_P595237	NM_001105579	SYNDIG1L	synapse differentiation inducing 1-like	ENST00000554823	ENSG00000183379	646658
A_33_P3232937	NR_040077	LOC100289178	uncharacterized LOC100289178	NA	NA	NA
A_21_P0013310	NA	XLOC_l2_013849	NA	NA	NA	NA
A_23_P112859	NM_001898	CST1	cystatin SN	ENST00000398402	ENSG00000170373	1469
A_23_P398189	NM_152538	IGSF11	immunoglobulin superfamily, member 11	ENST00000354673	ENSG00000144847	152404
A_23_P202565	NM_007373	SHOC2	soc-2 suppressor of clear homolog (C. elegans)	ENST00000265277	ENSG00000108061	8036
A_33_P3232871	NM_001167670	TMEM239	transmembrane protein 239	ENST00000554164	NA	NA
A_23_P161481	NM_014431	KIAA1274	KIAA1274	ENST00000263563	ENSG00000107719	27143
A_33_P3690239	NR_038884	LOC399708	uncharacterized LOC399708	NA	NA	NA
A_24_P341222	NM_001145432	C4orf52	chromosome 4 open reading frame 52	ENST00000522137	ENSG00000250317	389203
A_21_P0006376	NA	XLOC_007640	NA	NA	NA	NA
A_23_P135061	NM_003389	CORO2A	coronin, actin binding protein, 2A	ENST00000343933	ENSG00000106789	7464
A_23_P361820	NM_015104	ATG2A	ATG2 autophagy related 2 homolog A (S. cerevisiae)	ENST00000377264	ENSG00000110046	23130
A_21_P0007835	NA	XLOC_009724	NA	NA	NA	NA
A_21_P0013425	NR_029420	LOC650226	ankyrin repeat domain 26 pseudogene	NA	NA	NA
A_33_P3322415	NM_031417	MARK4	MAP/microtubule affinity-regulating kinase 4	ENST00000538583	NA	NA
A_23_P64232	NM_003904	ZNF259	zinc finger protein 259	ENST00000227322	ENSG00000109917	8882
A_33_P3876414	NA	C17orf6	chromosome 17 open reading frame 6	NA	NA	NA
A_33_P3257140	NM_004850	ROCK2	Rho-associated, coiled-coil containing protein kinase 2	NA	NA	NA
A_33_P3283271	NR_038450	LOC100130849	phosphorylase kinase, gamma 1 (muscle) pseudogene	ENST00000448242	ENSG00000233437	NA
A_23_P95231	NM_018272	CASC1	cancer susceptibility candidate 1	NA	NA	NA
A_33_P3269528	NA	NA	NA	NA	NA	NA
A_23_P4254	NM_005208	CRYBA1	crystallin, beta A1	ENST00000225387	ENSG00000108255	1411
A_33_P3359724	NA	C1orf194	chromosome 1 open reading frame 194	ENST00000369942	ENSG00000179902	127003
A_23_P372334	NM_144716	CCDC12	coiled-coil domain containing 12	ENST00000292314	ENSG00000160799	151903
A_24_P58881	NA	NA	NA	NA	NA	NA
A_23_P146456	NM_001333	CTSL2	cathepsin L2	ENST00000259470	ENSG00000136943	1515
A_21_P0009159	NA	XLOC_012116	NA	ENST00000436469	ENSG00000230647	NA
A_33_P3338634	NM_001146261	SYT14	synaptotagmin XIV	NA	NA	NA
A_23_P253321	NM_006228	PNOC	prepronociceptin	ENST00000301908	ENSG00000168081	5368
A_32_P212897	NR_029405	LOC643406	uncharacterized LOC643406	ENST00000430097	ENSG00000230563	NA
A_21_P0005951	NA	PVT1	Pvt1 oncogene (non-protein coding)	NA	NA	NA
A_23_P308136	NM_178125	TRIM50	tripartite motif containing 50	ENST00000453152	ENSG00000146755	135892
A_24_P196704	NM_182931	MLL5	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)	ENST00000495267	ENSG00000005483	55904
A_33_P3317770	NA	DCST1	DC-STAMP domain containing 1	ENST00000368420	ENSG00000163357	149095
A_33_P3415962	NA	NA	NA	ENST00000369474	NA	NA
A_24_P31929	NM_000950	PRRG1	proline rich Gla (G-carboxyglutamic acid) 1	NA	NA	NA
A_33_P3240612	XM_003403476	LOC100652797	uncharacterized LOC100652797	NA	NA	NA
A_24_P118489	NM_001080435	WHAMM	WAS protein homolog associated with actin, golgi membranes and microtubules	ENST00000234505	NA	NA
A_23_P306105	NM_020474	GALNT1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)	ENST00000269195	ENSG00000141429	2589
A_23_P203023	NM_002906	RDX	radixin	ENST00000343115	NA	NA
A_24_P392151	NM_001136485	C11orf86	chromosome 11 open reading frame 86	ENST00000308963	ENSG00000173237	254439
A_23_P60210	NM_006911	RLN1	relaxin 1	ENST00000223858	NA	NA
A_23_P152218	NM_001950	E2F4	E2F transcription factor 4, p107/p130-binding	ENST00000379378	ENSG00000205250	1874
A_21_P0003279	NA	XLOC_003052	NA	NA	NA	NA
A_23_P81048	NM_020860	STIM2	stromal interaction molecule 2	ENST00000412829	NA	NA
A_19_P00320193	NA	XLOC_004829	NA	ENST00000506836	ENSG00000248727	NA
A_32_P51237	NM_181712	KANK4	KN motif and ankyrin repeat domains 4	ENST00000371150	ENSG00000132854	163782
A_21_P0002906	NA	XLOC_003326	NA	ENST00000449106	ENSG00000234717	NA
A_19_P00322663	NA	Q21WG5	NA	ENST00000514452	ENSG00000249631	NA
A_32_P61684	NM_018440	PAG1	phosphoprotein associated with glycosphingolipid microdomains 1	NA	NA	NA
A_33_P3289204	NM_014911	AAK1	AP2 associated kinase 1	ENST00000409085	ENSG00000115977	22848
A_33_P3228892	XM_001714096	LOC100130370	uncharacterized LOC100130370	NA	NA	NA
A_21_P0000150	NM_001201475	C18orf21	chromosome 18 open reading frame 21	NA	NA	NA
A_24_P69691	NM_145011	ZNF25	zinc finger protein 25	ENST00000374633	ENSG00000175395	219749
A_21_P0009314	NA	XLOC_012444	NA	NA	NA	NA
A_33_P3410831	NR_024440	LOC729609	uncharacterized LOC729609	NA	NA	NA
A_23_P89302	NM_000727	CACNG1	calcium channel, voltage-dependent, gamma subunit 1	ENST00000226021	ENSG00000108878	786
A_23_P350059	NR_003242	PFN1P2	profilin 1 pseudogene 2	NA	NA	NA
A_24_P83738	NM_198188	ASTN2	astrotactin 2	ENST00000361477	ENSG00000148219	23245
A_33_P3264089	NM_001164458	ACTR3C	ARP3 actin-related protein 3 homolog C (yeast)	ENST00000477367	ENSG00000106526	653857
A_21_P0006930	NA	XLOC_008652	NA	NA	NA	NA
A_21_P0006453	NA	XLOC_008180	NA	ENST00000450860	ENSG00000228427	NA
A_21_P0000609	NM_007332	TRPA1	transient receptor potential cation channel, subfamily A, member 1	ENST00000262209	ENSG00000104321	8989
A_21_P0010175	NA	XLOC_014007	NA	ENST00000433588	ENSG00000224247	NA
A_33_P3315475	NM_001080435	WHAMM	WAS protein homolog associated with actin, golgi membranes and microtubules	NA	NA	NA
A_33_P3335124	NM_002952	RPS2	ribosomal protein S2	ENST00000531182	NA	NA
A_24_P235400	NM_005941	MMP16	matrix metallopeptidase 16 (membrane-inserted)	ENST00000544227	ENSG00000156103	4325
A_19_P00321466	NR_037177	LOC100294145	uncharacterized LOC100294145	NA	NA	NA
A_23_P168828	NM_005655	KLF10	Kruppel-like factor 10	ENST00000285407	ENSG00000155090	7071
A_24_P152649	NR_033748	LOC644189	acyl-CoA thioesterase 4 pseudogene	NA	NA	NA
A_23_P26254	NM_016013	NDUFAF1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1	ENST00000260361	ENSG00000137806	51103
A_21_P0014528	XR_110214	LOC100506496	uncharacterized LOC100506496	NA	NA	NA
A_21_P0011847	NA	XLOC_l2_007542	NA	NA	NA	NA
A_19_P00319822	NA	Q952V6	NA	ENST00000509244	ENSG00000249631	NA
A_33_P3240263	NM_015932	POMP	proteasome maturation protein	ENST00000460403	ENSG00000132963	51371
A_33_P3347932	NM_005526	HSF1	heat shock transcription factor 1	ENST00000527328	ENSG00000185122	3297
A_23_P25396	NM_005123	NR1H4	nuclear receptor subfamily 1, group H, member 4	NA	NA	NA
A_33_P3314031	NM_152680	TMEM154	transmembrane protein 154	ENST00000304385	ENSG00000170006	201799
A_21_P0011506	NR_027078	LOC283856	uncharacterized LOC283856	NA	NA	NA
A_33_P3346688	NA	HSPA8	heat shock 70kDa protein 8	ENST00000527983	ENSG00000109971	3312
A_24_P254949	NM_021965	PGM5	phosphoglucomutase 5	ENST00000377314	NA	NA
A_21_P0001931	NA	XLOC_001728	NA	NA	NA	NA
A_23_P157147	NM_018106	ZDHHC4	zinc finger, DHHC-type containing 4	NA	NA	NA
A_21_P0005509	NA	XLOC_006511	NA	NA	NA	NA
A_21_P0001682	NA	XLOC_000221	NA	NA	NA	NA
A_24_P941166	NM_001001661	ZNF425	zinc finger protein 425	ENST00000378061	ENSG00000204947	155054
A_23_P74162	NM_018134	IQCC	IQ motif containing C	ENST00000537469	ENSG00000160051	55721
A_33_P3293009	NM_152864	NKAIN4	Na+/K+ transporting ATPase interacting 4	ENST00000370316	ENSG00000101198	128414
A_23_P161152	NM_014317	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1	ENST00000470978	ENSG00000148459	23590
A_21_P0007311	NA	XLOC_009356	NA	NA	NA	NA
A_21_P0014469	XR_109959	LOC100507562	NA	ENST00000417609	ENSG00000231204	NA
A_33_P3338740	NM_021044	DHH	desert hedgehog	ENST00000266991	NA	NA
A_23_P317450	NM_001001394	DNAJB3	DnaJ (Hsp40) homolog, subfamily B, member 3	ENST00000449667	ENSG00000227802	414061
A_24_P865226	NR_015396	LOC440356	uncharacterized LOC440356	ENST00000398859	ENSG00000214725	NA
A_21_P0004887	NA	XLOC_005309	NA	NA	NA	NA
A_21_P0004110	NA	XLOC_004752	NA	ENST00000503488	ENSG00000249359	NA
A_23_P166438	NM_030642	APOL5	apolipoprotein L, 5	ENST00000249044	ENSG00000128313	80831
A_21_P0001669	NA	XLOC_000116	NA	NA	NA	NA
A_19_P00319800	NR_040074	LOC100287225	uncharacterized LOC100287225	ENST00000435144	ENSG00000227115	NA
A_33_P3239278	NM_001004705	OR4D10	olfactory receptor, family 4, subfamily D, member 10	ENST00000530162	ENSG00000254466	390197
A_33_P3248137	NM_182487	OLFML2A	olfactomedin-like 2A	ENST00000342100	NA	NA
A_32_P206401	NM_181701	QSOX2	quiescin Q6 sulfhydryl oxidase 2	ENST00000389471	NA	NA
A_21_P0013530	NA	C8orf68	chromosome 8 open reading frame 68	NA	NA	NA
A_21_P0005370	NA	GHRHR	growth hormone releasing hormone receptor	ENST00000461424	ENSG00000106128	2692
A_21_P0009865	NA	XLOC_013582	NA	ENST00000366097	ENSG00000203266	NA
A_33_P3330120	NA	NA	NA	ENST00000447909	ENSG00000225106	NA
A_21_P0003391	NA	XLOC_003658	NA	ENST00000448804	ENSG00000228358	NA
A_33_P3404331	NM_015093	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	ENST00000392282	NA	NA
A_33_P3401701	NM_001957	EDNRA	endothelin receptor type A	ENST00000394047	NA	NA
A_33_P3615334	NA	NA	NA	ENST00000426309	NA	NA
A_33_P3379157	NM_014341	MTCH1	mitochondrial carrier 1	ENST00000337855	NA	NA
A_23_P164179	NM_005749	TOB1	transducer of ERBB2, 1	ENST00000268957	ENSG00000141232	10140
A_21_P0011179	NA	XLOC_l2_003903	NA	NA	NA	NA
A_21_P0013405	NA	XLOC_l2_013577	NA	ENST00000476892	ENSG00000241345	NA
A_21_P0013688	NA	XLOC_l2_015418	NA	NA	NA	NA
A_21_P0002528	NA	XLOC_002432	NA	NA	NA	NA
A_23_P169154	NM_024896	ERMP1	endoplasmic reticulum metallopeptidase 1	ENST00000339450	ENSG00000099219	79956
A_23_P44617	NM_016128	COPG	coatomer protein complex, subunit gamma	ENST00000514478	ENSG00000181789	22820
A_21_P0001231	NA	XLOC_001228	NA	ENST00000437416	ENSG00000233384	NA
A_33_P3289661	NA	OCR1	ovarian cancer-related protein 1	NA	NA	NA
A_33_P3326568	NA	GLIS3	GLIS family zinc finger 3	ENST00000467497	ENSG00000107249	169792
A_21_P0000155	NM_001204453	PSMC2	proteasome (prosome, macropain) 26S subunit, ATPase, 2	ENST00000460021	ENSG00000161057	5701
A_23_P389525	NM_152516	COMMD1	copper metabolism (Murr1) domain containing 1	ENST00000471704	ENSG00000173163	150684
A_33_P3412488	NA	NA	NA	ENST00000417039	ENSG00000231367	NA
A_24_P13032	NM_003338	UBE2D1	ubiquitin-conjugating enzyme E2D 1	ENST00000473824	ENSG00000072401	7321
A_21_P0004715	NA	XLOC_005566	NA	ENST00000438217	ENSG00000230423	NA
A_23_P200260	NM_014801	PCNXL2	pecanex-like 2 (Drosophila)	ENST00000462762	ENSG00000135749	80003
A_23_P92536	NM_000087	CNGA1	cyclic nucleotide gated channel alpha 1	ENST00000420489	ENSG00000198515	1259
A_23_P432506	NA	NA	NA	ENST00000475015	ENSG00000174403	NA
A_33_P3576574	NR_033889	LOC440131	uncharacterized LOC440131	ENST00000400540	ENSG00000122043	NA
A_33_P3326904	NA	LOC441268	uncharacterized LOC441268	NA	NA	NA
A_21_P0012079	NR_024373	LOC541471	uncharacterized LOC541471	ENST00000409569	ENSG00000172965	NA
A_21_P0011763	NA	XLOC_l2_007135	NA	NA	NA	NA
A_21_P0010431	NA	XLOC_014288	NA	NA	NA	NA
A_21_P0001663	NA	XLOC_000036	NA	NA	NA	NA
A_23_P427747	NM_138804	C2orf65	chromosome 2 open reading frame 65	ENST00000536235	ENSG00000159374	130951
A_23_P103756	NM_002557	OVGP1	oviductal glycoprotein 1, 120kDa	ENST00000434331	NA	NA
A_33_P3214988	NM_001142857	EFCAB1	EF-hand calcium binding domain 1	ENST00000433756	ENSG00000034239	79645
A_23_P209360	NM_052920	KLHL29	kelch-like 29 (Drosophila)	ENST00000486442	ENSG00000119771	114818
A_32_P232214	NM_001194986	LOC388630	UPF0632 protein A	ENST00000371865	NA	NA
A_33_P3287399	NR_024457	LOC100190940	uncharacterized LOC100190940	NA	NA	NA
A_33_P3235831	NA	NA	NA	NA	NA	NA
A_21_P0009580	NA	XLOC_012881	NA	NA	NA	NA
A_23_P364517	NM_021237	SELK	selenoprotein K	ENST00000488746	ENSG00000113811	58515
A_23_P58506	NM_012081	ELL2	elongation factor, RNA polymerase II, 2	ENST00000237853	ENSG00000118985	22936
A_23_P86252	NM_002642	PIGC	phosphatidylinositol glycan anchor biosynthesis, class C	ENST00000258324	NA	NA
A_21_P0005505	NA	XLOC_006493	NA	NA	NA	NA
A_33_P3412798	NM_001080998	FRG2B	FSHD region gene 2 family, member B	ENST00000425520	ENSG00000225899	441581
A_33_P3251252	NA	NA	NA	NA	NA	NA
A_33_P3280163	NM_001136572	FAM90A7	family with sequence similarity 90, member A7	NA	NA	NA
A_33_P3245517	NR_024380	LOC441666	zinc finger protein 91 pseudogene	NA	NA	NA
A_23_P26994	NM_031498	GNGT2	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	NA	NA	NA
A_33_P3412294	NM_181877	ZSCAN2	zinc finger and SCAN domain containing 2	ENST00000448803	ENSG00000176371	54993
A_24_P281643	NA	NA	NA	NA	NA	NA
A_33_P3238623	NR_034113	DNAJC27-AS1	DNAJC27 antisense RNA 1 (non-protein coding)	NA	NA	NA
A_19_P00321917	NR_003255	TSIX	NA	NA	NA	NA
A_19_P00322339	NR_038291	LOC100507127	uncharacterized LOC100507127	NA	NA	NA
A_23_P426472	NM_003425	ZNF45	zinc finger protein 45	ENST00000328762	NA	NA
A_21_P0012727	NA	XLOC_l2_010687	NA	ENST00000509559	ENSG00000249066	NA
A_33_P3313065	NM_001001923	OR5C1	olfactory receptor, family 5, subfamily C, member 1	ENST00000373680	ENSG00000148215	392391
A_21_P0001262	NA	XLOC_000052	NA	NA	NA	NA
A_21_P0002709	NA	NAALADL2	N-acetylated alpha-linked acidic dipeptidase-like 2	ENST00000491329	ENSG00000177694	254827
A_33_P3298267	NA	NA	NA	NA	NA	NA
A_33_P3413438	NA	NA	NA	NA	NA	NA
A_33_P3305456	NA	NA	NA	NA	NA	NA
A_21_P0010083	NA	XLOC_013471	NA	NA	NA	NA
A_23_P408787	NM_145278	C1orf150	chromosome 1 open reading frame 150	ENST00000536561	ENSG00000169224	148823
A_33_P3282261	NA	NA	NA	NA	NA	NA
A_23_P89921	NM_013256	ZNF180	zinc finger protein 180	ENST00000221327	ENSG00000167384	7733
A_21_P0007691	NA	XLOC_010027	NA	NA	NA	NA
A_32_P48615	NA	NA	NA	NA	NA	NA
A_24_P301629	NM_003445	ZNF155	zinc finger protein 155	ENST00000425747	NA	NA
A_23_P33984	NM_020665	TMEM27	transmembrane protein 27	ENST00000380342	ENSG00000147003	57393
A_21_P0013147	NA	XLOC_l2_013064	NA	ENST00000404689	ENSG00000220908	NA
A_21_P0008820	NA	XLOC_011198	NA	NA	NA	NA
A_21_P0004118	NA	XLOC_004765	NA	ENST00000507876	ENSG00000248391	NA
A_21_P0014732	XR_113072	LOC100508939	NA	ENST00000422968	ENSG00000243317	647087
A_23_P404606	NM_153607	C5orf41	chromosome 5 open reading frame 41	ENST00000296953	ENSG00000164463	153222
A_33_P3334718	NA	NA	NA	NA	NA	NA
A_33_P3234048	NA	LOC100131878	uncharacterized LOC100131878	NA	NA	NA
A_33_P3335506	NA	FCRL5	Fc receptor-like 5	ENST00000368190	ENSG00000143297	83416
A_33_P3259775	NM_024940	DOCK5	dedicator of cytokinesis 5	NA	NA	NA
A_21_P0008597	NA	XLOC_011181	NA	NA	NA	NA
A_23_P325501	NM_015358	MORC3	MORC family CW-type zinc finger 3	ENST00000400485	ENSG00000159256	23515
A_33_P3409508	NM_002751	MAPK11	mitogen-activated protein kinase 11	ENST00000395764	ENSG00000185386	5600
A_23_P153930	NM_001616	ACVR2A	activin A receptor, type IIA	ENST00000495775	ENSG00000121989	92
A_21_P0007145	NA	PPP2R5B	protein phosphatase 2, regulatory subunit B', beta	ENST00000413292	ENSG00000068971	5526
A_33_P3494875	XR_109878	LOC100506748	uncharacterized LOC100506748	NA	NA	NA
A_33_P3399363	NM_001033045	GPR155	G protein-coupled receptor 155	ENST00000392551	ENSG00000163328	151556
A_23_P98830	NM_017481	UBQLN3	ubiquilin 3	ENST00000311659	ENSG00000175520	50613
A_23_P212522	NM_014616	ATP11B	ATPase, class VI, type 11B	ENST00000323116	ENSG00000058063	23200
A_23_P141939	NM_001001958	OR7G3	olfactory receptor, family 7, subfamily G, member 3	ENST00000305444	ENSG00000170920	390883
A_21_P0000207	NR_000007	SNORD73A	small nucleolar RNA, C/D box 73A	ENST00000322686	NA	NA
A_33_P3219115	NA	NA	NA	NA	NA	NA
A_32_P75357	NA	KLHL14	kelch-like 14 (Drosophila)	ENST00000358095	ENSG00000197705	57565
A_23_P144656	NM_006727	CDH10	cadherin 10, type 2 (T2-cadherin)	ENST00000502921	ENSG00000040731	1008
A_21_P0012105	NA	XLOC_l2_008427	NA	ENST00000440809	ENSG00000229150	NA
A_33_P3321836	NM_012401	PLXNB2	plexin B2	ENST00000399964	NA	NA
A_23_P18939	NM_002890	RASA1	RAS p21 protein activator (GTPase activating protein) 1	ENST00000515800	ENSG00000145715	5921
A_23_P378416	NM_001001996	GPM6B	glycoprotein M6B	ENST00000356942	ENSG00000046653	2824
A_21_P0000004	NM_001099791	SYS1	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae)	ENST00000426004	ENSG00000204070	90196
A_33_P3744376	NA	NA	NA	NA	NA	NA
A_21_P0005062	NA	XLOC_005854	NA	NA	NA	NA
A_33_P3371089	NM_019072	SGTB	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	ENST00000381007	ENSG00000197860	54557
A_23_P168556	NM_004603	STX1A	syntaxin 1A (brain)	ENST00000222812	ENSG00000106089	6804
A_33_P3407344	NM_001042475	C6orf204	chromosome 6 open reading frame 204	ENST00000368488	ENSG00000111860	387119
A_24_P487736	NM_198279	CXorf23	chromosome X open reading frame 23	ENST00000472158	ENSG00000173681	256643
A_21_P0011100	NA	XLOC_l2_003414	NA	NA	NA	NA
A_21_P0004132	NA	XLOC_004844	NA	ENST00000512882	ENSG00000251575	NA
A_21_P0007034	NA	XLOC_008993	NA	NA	NA	NA
A_24_P944964	NM_004488	GP5	glycoprotein V (platelet)	ENST00000401815	ENSG00000178732	2814
A_21_P0004886	NA	XLOC_005304	NA	NA	NA	NA
A_21_P0002158	NA	XLOC_001317	NA	NA	NA	NA
A_33_P3746549	NM_052909	PLEKHG4B	pleckstrin homology domain containing, family G (with RhoGef domain) member 4B	ENST00000504041	ENSG00000153404	153478
A_33_P3341722	NA	COL23A1	collagen, type XXIII, alpha 1	ENST00000407622	ENSG00000050767	91522
A_23_P138975	NM_016090	RBM7	RNA binding motif protein 7	ENST00000542140	ENSG00000076053	10179
A_24_P42446	NM_001015508	PURG	purine-rich element binding protein G	ENST00000339382	ENSG00000172733	29942
A_33_P3411397	NM_001636	SLC25A6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6	ENST00000381401	ENSG00000169100	293
A_21_P0004846	NA	XLOC_005185	NA	NA	NA	NA
A_21_P0004462	NA	XLOC_005067	NA	NA	NA	NA
A_19_P00324359	NA	P39188	NA	NA	NA	NA
A_21_P0008234	NA	XLOC_010355	NA	NA	NA	NA
A_23_P64932	NM_018157	RIC8B	resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)	ENST00000392839	ENSG00000111785	55188
A_33_P3397443	NM_182687	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	ENST00000402679	NA	NA
A_19_P00802550	NA	XLOC_009868	NA	NA	NA	NA
A_33_P3216955	NM_001242546	ANAPC16	anaphase promoting complex subunit 16	NA	NA	NA
A_33_P3222937	NM_017727	TMEM214	transmembrane protein 214	ENST00000404032	ENSG00000119777	54867
A_23_P151565	NM_014990	RALGAPA1	Ral GTPase activating protein, alpha subunit 1 (catalytic)	ENST00000554259	ENSG00000174373	253959
A_33_P3215848	NA	NA	NA	ENST00000393211	ENSG00000065618	1308
A_23_P66715	NM_033198	PIGS	phosphatidylinositol glycan anchor biosynthesis, class S	ENST00000543734	NA	NA
A_23_P57829	NM_153635	CPNE9	copine family member IX	ENST00000383831	ENSG00000144550	151835
A_21_P0002633	NA	XLOC_001910	NA	NA	NA	NA
A_33_P3329587	NA	NA	NA	NA	NA	NA
A_21_P0006008	NA	POLR1E	polymerase (RNA) I polypeptide E, 53kDa	ENST00000413915	ENSG00000234160	NA
A_24_P135483	NM_030927	TSPAN14	tetraspanin 14	ENST00000372160	NA	NA
A_19_P00317360	NM_001199182	ATP2C1	NA	ENST00000533801	ENSG00000017260	27032
A_21_P0010520	NA	XLOC_l2_000080	NA	ENST00000544155	ENSG00000186715	11223
A_21_P0012883	NA	XLOC_l2_011911	NA	NA	NA	NA
A_23_P29555	NM_183352	SEC13	SEC13 homolog (S. cerevisiae)	NA	NA	NA
A_33_P3286958	NM_003783	B3GALT2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	ENST00000367434	ENSG00000162630	8707
A_23_P25215	NM_032941	RECQL	RecQ protein-like (DNA helicase Q1-like)	ENST00000421138	ENSG00000004700	5965
A_21_P0003909	NA	XLOC_004182	NA	NA	NA	NA
A_19_P00807468	NA	XLOC_005647	NA	NA	NA	NA
A_23_P21120	NA	MED14	mediator complex subunit 14	ENST00000324817	ENSG00000180182	9282
A_23_P93431	NM_016108	AIG1	androgen-induced 1	ENST00000357847	ENSG00000146416	51390
A_23_P56347	NM_021016	PSG3	pregnancy specific beta-1-glycoprotein 3	ENST00000327495	ENSG00000221826	5671
A_33_P3294392	NM_014329	EDC4	enhancer of mRNA decapping 4	ENST00000358933	ENSG00000038358	23644
A_24_P310630	NM_080632	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)	ENST00000439808	NA	NA
A_23_P145895	NR_015381	TP53TG1	TP53 target 1 (non-protein coding)	NA	NA	NA
A_23_P209689	NM_004850	ROCK2	Rho-associated, coiled-coil containing protein kinase 2	NA	NA	NA
A_33_P3208975	NM_001004758	OR51S1	olfactory receptor, family 51, subfamily S, member 1	ENST00000322101	ENSG00000176922	119692
A_23_P109420	NM_014753	BMS1	BMS1 homolog, ribosome assembly protein (yeast)	ENST00000374518	ENSG00000165733	9790
A_21_P0008958	NA	XLOC_011753	NA	NA	NA	NA
A_21_P0008144	NA	XLOC_010574	NA	NA	NA	NA
A_19_P00805548	NM_004329	BMPR1A	bone morphogenetic protein receptor, type IA	ENST00000224764	NA	NA
A_23_P58082	NM_199511	CCDC80	coiled-coil domain containing 80	ENST00000444594	NA	NA
A_21_P0007008	NA	XLOC_008883	NA	NA	NA	NA
A_23_P425990	NM_001033602	MTUS2	microtubule associated tumor suppressor candidate 2	ENST00000542829	ENSG00000132938	23281
